n,t,farmid,year,y1,y2,y3,y4,p1,p2,p3,p4,x1,x2,x3,x4,x5,x6,w1,w2,w3,w4,w5,w6
18234,2,18234,1999,103.216,173.02133,313.91617,14.220492,4.3007097,1.1862043,1.0021182,.88706458,242,4.7290001,218.83548,214.67334,239.42969,1472.2469,.044870969,112.52834,1.1608925,.91927963,.044870969,.107
18234,3,18234,2000,103.827,218.50778,312.24915,7.3490763,4.1936903,1.1446465,.99403507,1.0866332,242,5.112,213.47748,221.40613,255.15399,1449.491,.042394314,115.87816,1.1145242,.90924644,.042394314,.1093327
18234,4,18234,2001,116.768,204.99153,312.09247,9.6696968,4.2629704,1.1520957,.99509019,1.0719688,270,4.934,252.72339,245.64806,237.56955,1365.55,.036815088,118.6507,1.0882107,.89222449,.047643054,.11261086
18234,5,18234,2002,136.108,233.92018,328.30832,20.804777,4.4236388,1.1385151,1.0123698,1.0294741,270,5.02,261.18649,312.55853,254.76337,1394.6096,.032070845,127.8686,1.0604759,.9225713,.04703724,.12186921
18234,6,18234,2003,130.23801,211.74115,310.56366,30.705154,4.1779327,1.0924815,.99961525,1.0121366,270,4.3439999,233.49852,256.43173,266.89014,1270.9679,.033390071,138.86722,1.0632651,.94013923,.028172873,.10017022
18234,7,18234,2004,129.015,226.68837,313.0499,25.266066,4.1324854,1.1167476,1.0201359,1.0346797,270,4.5770001,265.82745,267.00528,260.61301,1532.7006,.034281556,132.56055,1.0596117,.9848156,.01246602,.088300973
18234,8,18234,2005,140.23399,245.38019,296.16718,25.735001,4.1414862,1.1350739,1.0092953,1.0225891,291,4.474,259.64066,260.00729,250.06125,1376.7208,.025564726,134.85597,1.0358827,.98168546,.01124848,.094078198
18234,9,18234,2006,139.436,220.65749,289.14371,15.345595,4.0669999,1.124,1.002,1.033,291,4.8499999,233.95204,319.53,251.91727,1335.9812,.048999999,150.43401,1.001,1,.014,.094999999
18248,1,18248,1998,113.477,162.31924,317.98239,67.908836,4.6573892,1.334718,1.002804,.86509502,215,6.198,225.63319,209.21536,276.89774,1106.0712,.03531,110.47087,1.1840621,.93453807,.043549001,.104753
18248,2,18248,1999,117.061,222.8613,312.22736,17.785992,4.3007097,1.1862043,1.0021182,.88706458,221,6.4450002,244.39546,247.7209,310.40738,1204.4568,.044870969,112.52834,1.1608925,.91927963,.044870969,.11160216
18248,3,18248,2000,112.562,184.64522,334.66779,46.581108,4.1936903,1.1446465,.99403507,1.0866332,315,6.5830002,182.71471,272.46625,273.47369,1158.1621,.042394314,115.87816,1.1145242,.90924644,.042394314,.10710143
18248,4,18248,2001,117.353,211.50658,341.90097,70.968689,4.2629704,1.1520957,.99509019,1.0719688,315,7.3730001,180.89752,331.76456,294.66541,1081.2489,.036815088,118.6507,1.0882107,.89222449,.047643054,.11694205
18248,5,18248,2002,123.178,210.9859,350.4931,151.6947,4.4236388,1.1385151,1.0123698,1.0294741,325,5.27,205.7742,257.14023,280.85632,956.46265,.032070845,127.8686,1.0604759,.9225713,.04703724,.1175931
18248,6,18248,2003,131.146,223.04201,326.32462,74.716492,4.1779327,1.0924815,.99961525,1.0121366,325,5.3889999,182.45436,285.53827,305.30084,1171.5417,.033390071,138.86722,1.0632651,.94013923,.028172873,.093909577
18248,7,18248,2004,105.435,211.10231,353.46436,15.807229,4.1324854,1.1167476,1.0201359,1.0346797,343,7.3189998,154.59117,287.4599,255.04092,1080.5022,.034281556,132.56055,1.0596117,.9848156,.01246602,.08518447
18248,8,18248,2005,123.269,195.89641,313.31305,14.405,4.1414862,1.1350739,1.0092953,1.0225891,334,7.1149998,147.76604,360.09686,239.2009,1352.0824,.025564726,134.85597,1.0358827,.98168546,.01124848,.073626406
18248,9,18248,2006,133.554,206.95552,308.64172,52.796711,4.0669999,1.124,1.002,1.033,334,6.664,189.47952,307.41901,242.41995,1297.047,.048999999,150.43401,1.001,1,.014,.075999998
18256,1,18256,1998,72.771004,109.8448,275.29694,.81632656,4.6573892,1.334718,1.002804,.86509502,183,2.4260001,176.87573,173.43071,143.75662,868.97839,.03531,110.47087,1.1840621,.93453807,.043549001,.102399
18256,2,18256,1999,71.440002,115.90495,283.49829,11.8262,4.3007097,1.1862043,1.0021182,.88706458,190,2.9219999,143.86621,166.57571,180.27739,815.31482,.044870969,112.52834,1.1608925,.91927963,.044870969,.10469893
18256,3,18256,2000,72.494003,128.3226,276.80695,11.457906,4.1936903,1.1446465,.99403507,1.0866332,197,2.7950001,117.80781,175.16687,169.22417,796.00598,.042394314,115.87816,1.1145242,.90924644,.042394314,.10821707
18256,4,18256,2001,71.292,99.078003,236.19585,3.3636363,4.2629704,1.1520957,.99509019,1.0719688,197,2.54,121.86368,230.93326,162.15413,816.20233,.036815088,118.6507,1.0882107,.89222449,.047643054,.11910763
18256,5,18256,2002,68.823997,99.369011,235.97569,9.838006,4.4236388,1.1385151,1.0123698,1.0294741,197,2.293,105.28831,237.49944,151.39529,739.36047,.032070845,127.8686,1.0604759,.9225713,.04703724,.12721436
18256,6,18256,2003,81.869003,104.61796,232.04802,11.858763,4.1779327,1.0924815,.99961525,1.0121366,197,2.381,129.05888,222.02551,160.40208,678.72394,.033390071,138.86722,1.0632651,.94013923,.028172873,.085562058
18257,1,18257,1998,87.249001,76.283951,319.12793,9.908843,4.6573892,1.334718,1.002804,.86509502,232,4.4720001,188.5497,339.49997,156.43739,508.7103,.03531,110.47087,1.1840621,.93453807,.043549001,.098867998
18257,2,18257,1999,86.883003,82.122208,279.76349,5.1543446,4.3007097,1.1862043,1.0021182,.88706458,241,4.1069999,189.26959,285.01752,155.94568,459.72592,.044870969,112.52834,1.1608925,.91927963,.044870969,.11045162
18257,3,18257,2000,86.216003,92.029236,281.87881,14.966119,4.1936903,1.1446465,.99403507,1.0866332,241,3.835,160.25725,270.50183,161.17543,767.40698,.042394314,115.87816,1.1145242,.90924644,.042394314,.10040759
18257,4,18257,2001,91.070999,98.16259,258.31229,19.179798,4.2629704,1.1520957,.99509019,1.0719688,251,3.573,179.6199,274.61166,158.2547,772.48602,.036815088,118.6507,1.0882107,.89222449,.047643054,.10719687
18257,5,18257,2002,91.572998,116.22628,324.92395,30.010384,4.4236388,1.1385151,1.0123698,1.0294741,256,3.582,164.1875,240.14485,151.6507,805.79913,.032070845,127.8686,1.0604759,.9225713,.04703724,.10583379
18257,6,18257,2003,98.273003,107.30086,285.69937,6.7783504,4.1779327,1.0924815,.99961525,1.0121366,256,5.04,124.47595,277.16428,156.65614,808.51544,.033390071,138.86722,1.0632651,.94013923,.028172873,.091822699
18257,7,18257,2004,97.355003,127.18419,286.10999,2.1485946,4.1324854,1.1167476,1.0201359,1.0346797,241,3.1240001,176.8647,304.22467,160.94418,767.81042,.034281556,132.56055,1.0596117,.9848156,.01246602,.084145635
18257,8,18257,2005,97.308998,123.54594,261.96048,9.4650002,4.1414862,1.1350739,1.0092953,1.0225891,241,3.3499999,154.27246,331.32187,148.3036,920.61707,.025564726,134.85597,1.0358827,.98168546,.01124848,.080784537
18257,9,18257,2006,85.007004,108.70285,258.06589,19.128752,4.0669999,1.124,1.002,1.033,273,3.3199999,156.61737,353.819,136.75357,994.18579,.048999999,150.43401,1.001,1,.014,.090000004
18277,1,18277,1998,50.063,88.560852,258.19952,2.8952382,4.6573892,1.334718,1.002804,.86509502,130,3.175,70.431404,116.17254,115.86685,1171.2063,.03531,110.57562,1.1840621,.93453807,.043549001,.085920997
18277,2,18277,1999,49.499001,112.34142,250.50401,5.322957,4.3007097,1.1862043,1.0021182,.88706458,130,3.7969999,112.40932,198.54694,149.67604,1648.4684,.044870969,113.29115,1.1608925,.91927963,.044870969,.089741938
18277,3,18277,2000,49.091,141.81287,254.40967,4.9609857,4.1936903,1.1446465,.99403507,1.0866332,130,3.358,115.39939,201.42944,170.56335,1630.0983,.042394314,114.16231,1.1145242,.90924644,.042394314,.092598103
18277,4,18277,2001,49.951,162.07143,240.39282,3.1757576,4.2629704,1.1520957,.99509019,1.0719688,130,3.812,141.51543,201.02669,186.51503,1537.7189,.036815088,115.21931,1.0882107,.89222449,.047643054,.098534495
18278,1,18278,1998,69.086998,98.659012,274.61972,15.503402,4.6056013,1.332364,1.002804,.86509502,200,3.7709999,130.7962,182.6889,134.80212,977.53424,.037664004,112.08335,1.1840621,.93453807,.043549001,.094159998
18278,2,18278,1999,70.906998,138.26964,270.32147,4.2230868,4.3363767,1.1862043,1.0021182,.88706458,200,4.2119999,195.34491,194.31078,190.40349,1000.1262,.063279569,114.51301,1.1608925,.91812903,.044870969,.094344087
18278,3,18278,2000,79.120003,119.72351,287.93604,67.640663,4.1490645,1.1580341,.99403507,1.0866332,235,4.2220001,202.02203,186.55595,148.26976,969.51971,.058013272,122.46825,1.1145242,.9070152,.042394314,.092598103
18278,4,18278,2001,74.445999,124.67102,271.05112,46.339394,4.2369838,1.1585926,.99509019,1.0719688,235,4.1329999,206.64876,206.81796,150.73364,905.01532,.051974241,129.36281,1.0882107,.89222449,.047643054,.10503128
18278,5,18278,2002,72.664001,117.01976,281.01794,84.477669,4.3926368,1.1363769,1.0123698,1.0294741,235,3.8900001,172.62198,285.5759,149.73471,1099.5269,.0416921,137.00986,1.0604759,.9225713,.04703724,.10690282
18278,6,18278,2003,86.07,170.78729,280.00211,52.087627,4.1633244,1.0841339,.99961525,1.0121366,235,3.6600001,162.85672,272.19199,192.00577,1033.0151,.03130319,155.32747,1.0632651,.94013923,.027129434,.0761711
18278,7,18278,2004,78.555,161.42856,260.20163,77.806229,4.1678061,1.1053205,1.0201359,1.0346797,235,3.4820001,161.25197,224.43385,166.78102,926.79907,.046747576,144.33054,1.0596117,.98169905,.01246602,.067524269
18278,8,18278,2005,85.325996,169.35124,257.51266,33.313999,4.1128531,1.1238253,1.0092953,1.0225891,235,3.796,171.31787,227.22917,153.18472,909.18036,.028632496,133.34868,1.0358827,.98168546,.01124848,.06953606
18278,9,18278,2006,73.389999,177.8,250.09084,33.242981,4.073,1.13,1.002,1.033,235,3.23,169.56543,236.32201,180.76283,853.71936,.045000002,144.43401,1.001,1,.014,.075999998
18281,1,18281,1998,74.189003,190.52029,350.08685,103.92653,4.6573892,1.334718,1.002804,.86509502,393,4.2220001,271.99997,246.52896,196.82541,1175.2605,.03531,110.47087,1.1840621,.93453807,.043549001,.090629004
18281,2,18281,1999,86.167999,176.41028,297.31458,135.20103,4.3007097,1.1862043,1.0021182,.88706458,393,4.777,268.11398,234.65456,220.50047,1413.8135,.044870969,112.52834,1.1608925,.91927963,.044870969,.10469893
18281,3,18281,2000,85.097,175.17641,353.94727,81.295692,4.1936903,1.1446465,.99403507,1.0866332,393,5.1859999,223.39439,253.62822,241.59941,1180.6086,.042394314,115.87816,1.1145242,.90924644,.042394314,.1149109
18281,4,18281,2001,88.292999,98.468987,352.86938,33.808083,4.2629704,1.1520957,.99509019,1.0719688,393,4.6529999,199.05672,391.70389,157.37781,1656.2406,.036815088,118.6507,1.0882107,.89222449,.047643054,.12668721
18281,5,18281,2002,95.911003,127.9859,413.79514,210.53477,4.4236388,1.1385151,1.0123698,1.0294741,393,3.9400001,171.20363,301.26419,153.16618,1450.8898,.032070845,127.8686,1.0604759,.9225713,.04703724,.11438601
18281,6,18281,2003,97.610001,126.68385,378.71085,132.28969,4.1779327,1.0924815,.99961525,1.0121366,453,4.0349998,186.91853,386.43729,177.87775,1392.8809,.033390071,138.86722,1.0632651,.94013923,.028172873,.11477837
18281,7,18281,2004,103.212,98.403717,345.83502,221.20381,4.1324854,1.1167476,1.0201359,1.0346797,453,3.8,254.0706,375.82385,152.02603,1180.8049,.034281556,132.56055,1.0596117,.9848156,.01246602,.088300973
18281,8,18281,2005,122.216,80.073875,320.37183,18.315001,4.1414862,1.1350739,1.0092953,1.0225891,453,4.6199999,138.43633,418.76666,147.26126,1106.4064,.025564726,134.85597,1.0358827,.98168546,.01124848,.089987837
18281,9,18281,2006,235.423,337.39413,335.33536,61.261375,4.0669999,1.124,1.002,1.033,680,7.8200002,342.50146,739.84302,198.04893,1232.4739,.048999999,150.43401,1.001,1,.014,.098999999
18296,1,18296,1998,34.491001,59.007938,190.6702,.84217685,4.6573892,1.334718,1.002804,.86509502,86,2.2780001,66.514908,130.22418,60.253975,1340.1189,.03531,110.57562,1.1840621,.93453807,.043549001,.090629004
18296,2,18296,1999,41.013,77.009705,199.59357,9.3060961,4.3007097,1.1862043,1.0021182,.88706458,86,2.8080001,94.142715,171.95119,92.244415,1685.1136,.044870969,113.29115,1.1608925,.91927963,.044870969,.093193553
18296,3,18296,2000,40.972,113.3499,214.53311,14.753593,4.1936903,1.1446465,.99403507,1.0866332,86,2.71,97.137138,163.15092,103.40253,1545.1882,.042394314,114.16231,1.1145242,.90924644,.042394314,.09594503
18296,4,18296,2001,41.403999,78.257515,175.6322,8.9202023,4.2629704,1.1520957,.99509019,1.0719688,95,2.516,106.2189,161.94537,85.962402,1461.0894,.036815088,115.21931,1.0882107,.89222449,.047643054,.10178289
18296,5,18296,2002,42.494999,124.55117,191.37804,6.7746625,4.4236388,1.1385151,1.0123698,1.0294741,119,2.6359999,100.48589,178.03476,126.20844,1367.8191,.032070845,124.65295,1.0604759,.9225713,.04703724,.10583379
18296,6,18296,2003,45.498001,103.47755,178.12422,9.8649483,4.1779327,1.0924815,.99961525,1.0121366,134,2.556,64.79882,148.6171,100.57593,1307.4111,.033390071,133.33073,1.0632651,.94013923,.028172873,.091822699
18296,7,18296,2004,46.533001,122.79163,193.73421,1.9477912,4.1324854,1.1167476,1.0201359,1.0346797,134,2.71,74.195099,153.78691,130.38977,1153.3448,.034281556,127.04639,1.0596117,.9848156,.01246602,.088300973
18296,8,18296,2005,41.797001,101.36936,196.51976,3.7739999,4.1414862,1.1350739,1.0092953,1.0225891,135,2.6700001,59.443237,158.76251,111.35856,1031.8842,.025564726,134.47968,1.0358827,.98168546,.01124848,.062377933
18296,9,18296,2006,50.659,101.71886,186.42915,11.86544,4.0669999,1.124,1.002,1.033,135,2.665,84.359634,183.548,109.89769,941.08374,.048999999,152.436,1.001,1,.014,.064000003
18301,1,18301,1998,35.348999,81.835106,284.48123,12.414966,4.6573892,1.334718,1.002804,.86509502,188,3.401,54.820076,163.6738,128.18695,762.40381,.03531,110.57562,1.1840621,.93453807,.043549001,.10593001
18301,2,18301,1999,36.257999,76.233749,253.77383,76.83268,4.3007097,1.1862043,1.0021182,.88706458,188,3.517,76.947479,183.63831,135.00194,727.38806,.044870969,113.29115,1.1608925,.91927963,.044870969,.10354839
18301,3,18301,2000,38.387001,71.052635,240.92482,20.997948,4.1936903,1.1446465,.99403507,1.0866332,188,3.141,73.968964,149.36443,133.04192,694.19183,.042394314,114.16231,1.1145242,.90924644,.042394314,.10710143
18301,4,18301,2001,36.844002,90.091164,236.0816,6.181818,4.2629704,1.1520957,.99509019,1.0719688,188,3.1930001,75.693535,143.89442,120.48872,636.33997,.036815088,115.21931,1.0882107,.89222449,.047643054,.11369365
18301,5,18301,2002,33.799999,64.757744,244.61984,3.1152649,4.4236388,1.1385151,1.0123698,1.0294741,188,2.3900001,60.919353,143.82388,141.34834,670.14734,.032070845,124.65295,1.0604759,.9225713,.04703724,.12400726
18310,1,18310,1998,45.858002,68.904762,280.90964,77.552376,4.6573892,1.334718,1.002804,.86509502,134,4.039,76.022858,154.56801,97.395065,1100.5582,.03531,110.57562,1.1840621,.93453807,.043549001,.083567001
18310,2,18310,1999,45.129002,77.559647,261.09186,74.221786,4.3007097,1.1862043,1.0021182,.88706458,134,4.5689998,90.93856,148.60951,112.12901,1030.6378,.044870969,113.29115,1.1608925,.91927963,.044870969,.088591397
18310,3,18310,2000,46.324001,65.562378,245.76656,47.151951,4.1936903,1.1446465,.99403507,1.0866332,132,4.1820002,74.308311,164.77792,111.2768,937.30096,.042394314,114.16231,1.1145242,.90924644,.042394314,.090366825
18310,4,18310,2001,45.398998,78.767853,226.66811,41.769699,4.2629704,1.1520957,.99509019,1.0719688,133,4.4419999,73.926369,136.51213,107.88534,901.73175,.036815088,115.21931,1.0882107,.89222449,.047643054,.096368909
18310,5,18310,2002,48.063999,78.957741,223.82471,122.09761,4.4236388,1.1385151,1.0123698,1.0294741,133,3.984,86.046371,154.57706,95.957741,863.60791,.032070845,124.65295,1.0604759,.9225713,.04703724,.099419624
18310,6,18310,2003,50.488998,102.50333,214.28288,99.364952,4.1779327,1.0924815,.99961525,1.0121366,133,3.812,79.623154,168.91563,101.5062,817.2998,.033390071,133.33073,1.0632651,.94013923,.028172873,.085562058
18310,7,18310,2004,48.403999,85.771164,203.18126,79.559235,4.1324854,1.1167476,1.0201359,1.0346797,133,4.145,85.181374,150.38396,89.426979,723.0636,.034281556,127.04639,1.0596117,.9848156,.01246602,.069601946
18310,8,18310,2005,49.146999,81.01712,189.70212,42.549,4.1414862,1.1350739,1.0092953,1.0225891,164,3.6730001,89.487663,173.44479,78.131531,685.33655,.025564726,134.47968,1.0358827,.98168546,.01124848,.058287576
18310,9,18310,2006,44.535999,79.322067,201.79442,41.142303,4.0669999,1.124,1.002,1.033,171,3.556,86.436562,155.89799,102.42171,696.177,.048999999,152.436,1.001,1,.014,.055
18317,1,18317,1998,33.305,76.874786,303.59036,27.487074,4.6573892,1.334718,1.002804,.86509502,223,6.131,67.675941,215.05667,108.5441,3038.2808,.03531,110.47087,1.1840621,.93453807,.043549001,.091806002
18317,2,18317,1999,45.987,121.33172,283.97702,4.0337219,4.3007097,1.1862043,1.0021182,.88706458,223,4.9780002,106.29931,190.37671,137.51891,2703.3137,.044870969,112.52834,1.1608925,.91927963,.044870969,.097795703
18317,3,18317,2000,45.401001,90.230995,279.90686,6.7145791,4.1936903,1.1446465,.99403507,1.0866332,321,6.079,82.719719,242.17177,108.2846,2408.1248,.042394314,115.87816,1.1145242,.90924644,.042394314,.092598103
18317,4,18317,2001,46.074001,83.056389,270.83243,30.157576,4.2629704,1.1520957,.99509019,1.0719688,321,6.4689999,84.136314,236.16263,117.85714,2146.1152,.036815088,118.6507,1.0882107,.89222449,.047643054,.095286109
18317,5,18317,2002,49.535999,84.773705,276.96198,10.784009,4.4236388,1.1385151,1.0123698,1.0294741,301,5.5159998,80.173386,249.98842,123.92112,2028.5419,.032070845,127.8686,1.0604759,.9225713,.04703724,.098350592
18317,6,18317,2003,52.742001,117.3849,263.56369,13.225773,4.1779327,1.0924815,.99961525,1.0121366,311,5.783,83.480858,291.16092,158.75929,2226.2268,.033390071,138.86722,1.0632651,.94013923,.028172873,.097039901
18317,7,18317,2004,55.16,129.54791,261.47861,10.506024,4.1324854,1.1167476,1.0201359,1.0346797,325,4.848,79.928436,302.78903,126.33488,1781.6896,.034281556,132.56055,1.0596117,.9848156,.01246602,.075834952
18317,8,18317,2005,56.541,92.430626,253.1692,29.344,4.1414862,1.1350739,1.0092953,1.0225891,323,4.8670001,98.158928,279.17395,117.12612,1839.1892,.025564726,134.85597,1.0358827,.98168546,.01124848,.076694183
18317,9,18317,2006,57.414001,91.016022,252.59981,39.712486,4.0669999,1.124,1.002,1.033,361,4.1900001,102.04495,313.73599,123.39414,1765.1555,.048999999,150.43401,1.001,1,.014,.064999998
18319,1,18319,1998,115.644,273.57498,367.72885,19.224489,4.6573892,1.334718,1.002804,.86509502,394,7.6820002,249.96222,337.84888,306.22931,1935.9227,.03531,110.36258,1.1840621,.93453807,.043549001,.107107
18319,2,18319,1999,115.178,276.21338,367.15384,42.58625,4.3007097,1.1862043,1.0021182,.88706458,424,8.5909996,268.59961,382.64453,328.29095,1950.6857,.044870969,110.39178,1.1608925,.91927963,.044870969,.12195699
18319,3,18319,2000,114.032,264.99414,336.30753,36.678642,4.1936903,1.1446465,.99403507,1.0866332,424,8.6239996,236.36136,425.2135,284.29727,1761.8624,.042394314,112.05375,1.1145242,.90924644,.042394314,.11937346
18319,4,18319,2001,115.157,261.30359,373.53207,8.6454544,4.2629704,1.1520957,.99509019,1.0719688,424,8.3629999,245.13036,436.16019,278.9248,1681.135,.036815088,112.79169,1.0882107,.89222449,.047643054,.12127323
18319,5,18319,2002,121.732,346.25537,371.48468,9.3790236,4.4236388,1.1385151,1.0123698,1.0294741,424,7.96,275.85889,362.48901,286.95395,1588.8816,.032070845,123.13922,1.0604759,.9225713,.04703724,.11652407
18319,6,18319,2003,125.28,296.11746,359.93005,18.953608,4.1779327,1.0924815,.99961525,1.0121366,478,8.1499996,208.86259,358.45395,291.86053,1453.942,.033390071,132.04939,1.0632651,.94013923,.028172873,.099126771
18319,7,18319,2004,124.819,247.15997,335.98779,21.726908,4.1324854,1.1167476,1.0201359,1.0346797,416,7.9000001,226.75098,361.89557,290.23441,1542.213,.034281556,128.43741,1.0596117,.9848156,.01246602,.081029132
18319,8,18319,2005,121.16,319.06577,313.2756,45.946999,4.1414862,1.1350739,1.0092953,1.0225891,518,8.0950003,217.06219,412.55313,263.55945,1550.5702,.025564726,135.21899,1.0358827,.98168546,.01124848,.075671591
18319,9,18319,2006,122.297,330.76337,353.19861,27.269119,4.0669999,1.124,1.002,1.033,530,7.98,223.95903,444.35599,315.83722,1414.6501,.048999999,152.42799,1.001,1,.014,.081
18323,1,18323,1998,41.52,111.44357,275.70773,50.965984,4.6573892,1.334718,1.002804,.86509502,154,2.6400001,117.17793,213.54659,137.0247,933.63654,.03531,110.47087,1.1840621,.93453807,.043549001,.124762
18323,2,18323,1999,40.865002,61.492722,225.48795,57.990917,4.3007097,1.1862043,1.0021182,.88706458,163,2.6830001,104.80278,177.6871,130.48982,847.45428,.044870969,112.52834,1.1608925,.91927963,.044870969,.1346129
18323,3,18323,2000,40.257999,103.02437,251.94836,48.261806,4.1936903,1.1446465,.99403507,1.0866332,163,2.6129999,96.046043,150.70061,107.53996,763.55707,.042394314,115.87816,1.1145242,.90924644,.042394314,.14391753
18323,4,18323,2001,40.786999,90.796989,192.1741,54.128284,4.2629704,1.1520957,.99509019,1.0719688,163,2.5610001,106.89254,135.93932,108.86279,675.2663,.036815088,118.6507,1.0882107,.89222449,.047643054,.14726035
18323,5,18323,2002,43.860001,127.72206,255.27454,47.379025,4.4236388,1.1385151,1.0123698,1.0294741,163,2.73,118.97379,147.03592,122.10704,637.7417,.032070845,127.8686,1.0604759,.9225713,.04703724,.1592852
18323,6,18323,2003,46.200001,85.390633,215.60542,41.667007,4.1779327,1.0924815,.99961525,1.0121366,163,2.516,111.32482,140.70145,138.04108,566.06873,.033390071,138.86722,1.0632651,.94013923,.028172873,.088692375
18323,7,18323,2004,42.034,85.078133,207.19553,52.458836,4.1324854,1.1167476,1.0201359,1.0346797,163,2.53,101.92157,161.13501,122.73488,502.81818,.034281556,132.56055,1.0596117,.9848156,.01246602,.073757283
18323,8,18323,2005,44.082001,84.929733,190.34955,51.866001,4.1414862,1.1350739,1.0092953,1.0225891,163,2.4949999,120.21323,147.84479,105.4054,467.30374,.025564726,134.85597,1.0358827,.98168546,.01124848,.070558645
18323,9,18323,2006,49.202999,96.096092,225.13374,59.918682,4.0669999,1.124,1.002,1.033,163,2.9000001,90.649345,148.791,127.58007,413.10126,.048999999,150.43401,1.001,1,.014,.07
18326,1,18326,1998,78.954002,138.91182,289.11267,125.69524,4.6573892,1.334718,1.002804,.86509502,185,4.415,185.40456,283.80731,228.44798,1669.6455,.03531,110.47087,1.1840621,.93453807,.043549001,.13653199
18326,2,18326,1999,77.358002,138.61882,284.74167,134.33333,4.3007097,1.1862043,1.0021182,.88706458,195,5.4039998,152.73935,228.34793,244.79146,1423.3037,.044870969,112.52834,1.1608925,.91927963,.044870969,.14611828
18326,3,18326,2000,77.788002,154.22514,270.87656,181.99384,4.1936903,1.1446465,.99403507,1.0866332,195,5.895,164.25024,263.11411,167.39182,1291.3973,.042394314,115.87816,1.1145242,.90924644,.042394314,.14726445
18326,4,18326,2001,77.524002,139.28571,280.19476,155.71112,4.2629704,1.1520957,.99509019,1.0719688,215,4.5149999,151.79503,279.45993,173.28853,1210.6046,.036815088,118.6507,1.0882107,.89222449,.047643054,.11802484
18326,5,18326,2002,82.297997,111.33051,316.82574,50.596054,4.4236388,1.1385151,1.0123698,1.0294741,215,6.1149998,159.24597,360.54926,165.51361,1545.2927,.032070845,127.8686,1.0604759,.9225713,.04703724,.12400726
18326,6,18326,2003,84.627998,125.13084,272.98642,191.43195,4.1779327,1.0924815,.99961525,1.0121366,215,5.3189998,146.1835,330.1687,159.15567,1526.4707,.033390071,138.86722,1.0632651,.94013923,.028172873,.10956117
18326,7,18326,2004,82.338997,158.36185,269.0621,210.06326,4.1324854,1.1167476,1.0201359,1.0346797,215,5.2950001,134.73137,408.39557,173.78697,1473.142,.034281556,132.56055,1.0596117,.9848156,.01246602,.092456311
18326,8,18326,2005,86.643997,164.91801,264.75583,139.46899,4.1414862,1.1350739,1.0092953,1.0225891,215,5.7259998,201.35045,367.90833,154.73874,1355.3978,.025564726,134.85597,1.0358827,.98168546,.01124848,.10532667
18326,9,18326,2006,97.230003,133.01602,280.41718,136.67473,4.0669999,1.124,1.002,1.033,215,5.1240001,241.42058,437.186,140.75267,1051.5575,.048999999,150.43401,1.001,1,.014,.072999999
18355,1,18355,1998,61.587002,71.879196,271.43546,54.925167,4.6573892,1.334718,1.002804,.86509502,173,3.6400001,105.80914,151.22292,117.50442,1359.5177,.03531,110.57562,1.1840621,.93453807,.043549001,.092983007
18355,2,18355,1999,60.051998,142.75363,252.93802,30.939039,4.3007097,1.1862043,1.0021182,.88706458,195,3.5020001,124.96037,177.15144,171.69641,1295.7057,.044870969,113.29115,1.1608925,.91927963,.044870969,.10239785
18355,3,18355,2000,62.117001,144.19981,265.87769,36.751541,4.1936903,1.1446465,.99403507,1.0866332,195,3.5940001,97.857857,195.57915,141.23587,1202.1163,.042394314,114.16231,1.1145242,.90924644,.042394314,.09594503
18355,4,18355,2001,63.088001,128.73026,263.68552,86.290909,4.2629704,1.1520957,.99509019,1.0719688,195,3.6800001,136.67065,156.85558,177.172,1317.8105,.036815088,115.21931,1.0882107,.89222449,.047643054,.098534495
18355,5,18355,2002,67.668999,145.60564,278.99893,63.600208,4.4236388,1.1385151,1.0123698,1.0294741,195,3.3469999,139.0625,194.80186,183.95117,1300.3689,.032070845,124.65295,1.0604759,.9225713,.04703724,.10048865
18355,6,18355,2003,72.628998,206.31517,264.41754,67.680412,4.1779327,1.0924815,.99961525,1.0121366,225,3.2390001,113.47202,215.8313,204.30182,1288.5973,.033390071,133.33073,1.0632651,.94013923,.028172873,.082431741
18355,7,18355,2004,73.064003,144.79442,264.80344,79.802208,4.1324854,1.1167476,1.0201359,1.0346797,225,3.5680001,140.26863,232.71518,167.05116,1334.3839,.034281556,127.04639,1.0596117,.9848156,.01246602,.058174759
18355,8,18355,2005,71.081001,160.68828,257.49948,106.081,4.1414862,1.1350739,1.0092953,1.0225891,225,3.4519999,148.81836,273.13959,160.56126,1068.71,.025564726,134.47968,1.0358827,.98168546,.01124848,.059310164
18355,9,18355,2006,76.981003,159.49377,258.45709,202.83833,4.0669999,1.124,1.002,1.033,225,2.8429999,119.24475,336.086,187.17795,988.599,.048999999,152.436,1.001,1,.014,.064999998
18361,1,18361,1998,40.494999,96.016762,218.55635,6.6068025,4.6573892,1.334718,1.002804,.86509502,119,2.8380001,87.821068,125.72417,102.41623,723.44342,.03531,110.47087,1.1840621,.93453807,.043549001,.091806002
18361,2,18361,1999,41.389,59.145489,238.46843,15.159533,4.3007097,1.1862043,1.0021182,.88706458,119,2.744,110.42716,170.37547,112.1484,658.3136,.044870969,112.52834,1.1608925,.91927963,.044870969,.098946244
18361,3,18361,2000,36.408001,142.88499,253.02357,17.808008,4.1936903,1.1446465,.99403507,1.0866332,119,2.7939999,69.616615,201.99876,105.53996,614.06482,.042394314,115.87816,1.1145242,.90924644,.042394314,.10263886
